銘柄コード,企業名,売上高,売上原価,売上総利益,営業利益,経常利益,特別損益収支,当期純利益,業種,市場
8053,住友商事,"8,273,043",0,0,"219,857","341,387",0,"250,669",卸売業,東1
8058,三菱商事,"20,126,321","18,998,461","1,127,860","271,122","458,970",0,"453,849",卸売業,東1
8059,第一実業,"125,502","108,690","16,812","5,098","5,434",-472,"2,643",卸売業,東1
8060,キヤノンマーケティングジャパン,"681,234","438,334","242,900","16,802","18,108",-580,"10,578",卸売業,東1
8061,西華産業,"135,717","123,229","12,488","3,065","3,315",175,"1,702",卸売業,東1
8065,佐藤商事,"163,474","151,180","12,294","3,009","3,109",-69,"1,703",卸売業,東1
8066,三谷商事,"403,336","367,293","36,043","11,425","12,255",-135,"6,399",卸売業,東2
8068,菱洋エレクトロ,"85,108","77,177","7,931","1,372","1,588",-56,879,卸売業,東1
8070,東京産業,"297,445","291,100","6,345","1,658","1,850",-282,863,卸売業,東1
8072,日本出版貿易,"8,130","6,745","1,385",107,76,-48,9,卸売業,JQ
8073,Ｔ・ＺＯＮＥホールディングス,566,1,565,-207,-93,520,401,不動産業,JQ
8074,ユアサ商事,"396,732","363,215","33,517","6,634","6,714",126,"4,202",卸売業,東1
8075,神鋼商事,"874,659","852,638","22,021","6,558","5,914",-410,"2,937",卸売業,東1
8077,小林産業,"18,370","14,249","4,121",485,674,23,359,卸売業,大1
8078,阪和興業,"1,564,250","1,517,905","46,345","14,976","13,116","-4,670","4,632",卸売業,東1
8079,正栄食品工業,"81,334","69,873","11,461","2,619","2,796",13,"1,714",卸売業,東2
8081,カナデン,"107,857","93,689","14,168","3,049","3,099",7,"1,652",卸売業,東1
8084,菱電商事,"202,723","183,270","19,453","4,003","3,984",-29,"2,216",卸売業,東1
8086,ニプロ,"212,013","149,254","62,759","15,825","11,983",-961,"4,585",精密機器,東1
8087,フルサト工業,"73,625","63,099","10,526","2,215","2,500",-239,"1,171",卸売業,東1
8088,岩谷産業,"661,185","516,753","144,432","19,171","19,528",7,"10,543",卸売業,東1
8089,すてきナイスグループ,"241,672","211,109","30,563","3,351","2,339",239,"1,060",卸売業,東1
8090,昭光通商,"133,049","124,700","8,349","1,727","1,722",-24,981,卸売業,東1
8091,ニチモウ,"93,237","85,156","8,081",996,895,-89,642,卸売業,東1
8093,極東貿易,"38,806","34,023","4,783",96,258,-733,-604,卸売業,東1
8095,イワキ,"51,953","41,046","10,907","1,126","1,303",61,739,卸売業,東1
8096,兼松エレクトロニクス,"46,773","33,101","13,672","4,600","4,707",-16,"2,652",情報・通信業,東1
8097,三愛石油,"928,813","875,545","53,268","9,755","10,406","-1,305","4,822",卸売業,東1
8098,稲畑産業,"464,429","432,670","31,759","7,632","8,834",-363,"6,297",卸売業,東1
8101,ＧＳＩクレオス,"121,728","108,569","13,159","1,948","1,674",-178,"1,126",卸売業,東1
8103,明和産業,"158,033","147,508","10,525","3,250","3,863",-344,"2,308",卸売業,東1
8104,クワザワ,"85,691","78,976","6,715",810,867,376,"1,040",卸売業,札幌
8105,堀田丸正,"8,635","5,809","2,826",40,76,-5,51,卸売業,東2
8107,キムラタン,"4,808","2,527","2,281",76,43,-13,21,繊維製品,大1
8111,ゴールドウイン,"48,641","28,868","19,773","1,131","3,321",-337,"2,612",繊維製品,東1
8113,ユニ・チャーム,"428,391","233,937","194,454","51,900","48,361","-2,788","26,981",化学,東1
8114,デサント,"83,029","42,590","40,439","4,779","4,914",-136,"3,045",繊維製品,東1
8115,ムーンバット,"13,665","7,681","5,984","1,220","1,245",-77,780,繊維製品,大2
8117,中央自動車工業,"13,332","8,190","5,142","1,567","1,872",454,"1,320",卸売業,大2
8118,キング,"13,658","6,258","7,400",836,"1,106",-10,605,繊維製品,大1
8119,三栄コーポレーション,"33,337","24,084","9,253","1,606","1,758",-71,981,卸売業,JQ
8120,大木,"155,941","140,071","15,870",651,"1,210",-135,564,卸売業,JQ
8123,川辺,"16,381","10,014","6,367",713,781,-15,442,卸売業,JQ
8127,ヤマトインターナショナル,"23,478","11,834","11,644","1,094","1,156",-190,492,繊維製品,東1
8129,東邦薬品,"1,108,089","1,010,833","97,256","14,073","17,732","1,267","10,766",卸売業,東1
8130,サンゲツ,"118,518","84,744","33,774","7,095","7,180",-165,"4,151",卸売業,東1
8131,ミツウロコ,"202,577","174,702","27,875","3,212","3,537",420,"2,361",卸売業,東1
8132,シナネン,"272,050","244,127","27,923","2,627","3,241",-117,"1,569",卸売業,東1
8133,伊藤忠エネクス,"1,414,161","1,349,557","64,604","8,973","9,470",-518,"3,893",卸売業,東1
8135,ゼット,"38,988","30,961","8,027",-132,-47,-72,-300,卸売業,大2
8136,サンリオ,"74,954","26,838","48,116","18,906","18,368",-334,"14,378",卸売業,東1
8137,サンワテクノス,"89,706","77,922","11,784","3,289","3,403",0,"1,975",卸売業,東1
8138,三京化成,"20,662","18,797","1,865",350,397,0,210,卸売業,大2
8140,リョーサン,"217,887","201,118","16,769","3,511","4,476",-155,"1,899",卸売業,東1
8141,新光商事,"133,489","122,653","10,836","2,818","2,672",-330,"1,370",卸売業,東1
8143,ラピーヌ,"12,137","6,792","5,345",295,247,-30,177,繊維製品,東2
8144,電響社,"43,105","36,373","6,732",931,"1,736",-95,937,卸売業,大2
8145,中部水産,"41,889","39,885","2,004",102,239,0,114,卸売業,名2
8147,トミタ,"16,764","14,689","2,075",227,282,4,128,卸売業,JQ
8148,上原成商事,"92,490","86,769","5,721",-94,329,-20,3,卸売業,大2
8150,三信電気,"144,159","133,718","10,441","1,008",802,-13,516,卸売業,東1
8151,東陽テクニカ,"20,884","10,806","10,078","3,090","3,474",-133,"1,892",卸売業,東1
8153,モスフードサービス,"62,672","33,254","29,418","2,087","2,366",309,"1,823",卸売業,東1
8154,加賀電子,"229,856","201,351","28,505","2,067","2,569",233,914,卸売業,東1
8155,三益半導体工業,"42,084","37,322","4,762","2,401","2,205",-26,"1,188",卸売業,東1
8157,都築電気,"98,241","82,056","16,185",585,640,-128,-348,卸売業,東2
8158,ソーダニッカ,"96,484","90,255","6,229","1,273","1,378",-35,716,卸売業,東1
8159,立花エレテック,"123,599","107,371","16,228","3,483","4,272",-425,"2,468",卸売業,東1
8160,木曽路,"44,150","13,773","30,377","1,251","1,362",-145,417,小売業,東1
8163,サト　レストランシステムズ,"25,368","7,813","17,555",937,797,"-3,903","-2,825",小売業,大1
8165,千趣会,"145,750","76,393","69,357","2,109","2,765",-303,"2,029",小売業,東1
8167,丸久,"82,366","60,262","22,104","4,053","4,114",-391,"2,077",小売業,東2
8168,ケーヨー,"190,295","136,718","53,577","5,111","5,956","-1,799","2,071",小売業,東1
8170,アデランスホールディングス,"47,422","8,561","38,861","2,531","2,547","-1,443","1,134",その他製品,東1
8173,上新電機,"410,174","324,608","85,566","12,239","12,111",-788,"6,245",小売業,東1
8174,日本瓦斯,"110,262","64,217","46,045","7,506","7,136",-97,"3,121",小売業,東1
8175,ベスト電器,"261,705","208,810","52,895","2,535","2,009","-1,818",589,小売業,東1
8178,マルエツ,"323,179","221,219","101,960","6,963","6,720","-3,500",956,小売業,東1
8179,ロイヤルホールディングス,"114,957","35,818","79,139","2,623","2,817",-509,"1,137",小売業,東1
8181,東天紅,"6,578","3,126","3,452",-137,-164,-217,-398,小売業,東1
8182,いなげや,"219,164","153,068","66,096","3,934","4,138","-1,027","1,167",小売業,東1
8184,島忠,"159,480","108,026","51,454","13,653","15,690",-363,"8,693",小売業,東1
8185,チヨダ,"154,086","81,021","73,065","10,731","11,339","-2,471","4,839",小売業,東1
8186,大塚家具,"54,520","23,673","30,847","1,183","1,317",-83,640,小売業,JQ
8191,光製作所,"9,859","6,506","3,353","2,448","2,768",-37,"1,427",卸売業,JQ
8194,ライフコーポレーション,"503,107","356,828","146,279","11,065","10,873","-2,578","4,100",小売業,東1
8196,カスミ,"221,697","158,112","63,585","8,162","8,363","-4,406","1,457",小売業,東1
8198,マックスバリュ東海,"163,214","120,704","42,510","4,623","4,602","-1,567","1,540",小売業,東2
8200,リンガーハット,"34,677","11,191","23,486","1,306","1,199","-1,103",-420,小売業,東1
8201,さが美,"25,953","11,553","14,400",-310,-307,-362,-824,小売業,東1
8202,ラオックス,"22,948","18,466","4,482","-1,430","-1,389",-261,"-1,356",小売業,東2
8203,ＭｒＭａｘ,"106,975","80,337","26,638",191,392,330,328,小売業,東1
8205,シャクリー・グローバル・グループ,"23,688","8,665","15,023","3,620","2,931",-47,"1,535",卸売業,JQ
8207,テンアライド,"15,728","4,308","11,420",147,153,241,341,小売業,東1
8208,エンチョー,"49,038","34,219","14,819","1,408","1,110",-115,511,小売業,JQ
8209,フレンドリー,"10,043","3,122","6,921",-176,-151,-202,-325,小売業,大2
8214,ＡＯＫＩホールディングス,"146,591","77,690","68,901","13,766","14,584",-935,"7,087",小売業,東1
8215,銀座山形屋,"4,225","2,002","2,223",-237,-101,-113,-235,小売業,JQ
8217,オークワ,"300,514","217,463","83,051","6,969","7,330","-2,725","2,355",小売業,東1
8219,青山商事,"200,038","88,181","111,857","18,273","19,226","-2,752","9,097",小売業,東1
8225,タカチホ,"11,634","8,713","2,921",84,43,39,-39,卸売業,JQ
8226,理経,"8,553","6,588","1,965",110,342,-25,297,卸売業,東2
8227,しまむら,"467,362","314,259","153,103","43,954","45,263","-1,844","25,213",小売業,東1
8229,ＣＦＳコーポレーション,"105,649","74,379","31,270","2,107","2,475","-1,577",177,小売業,東1
8230,はせがわ,"20,704","7,543","13,161","1,929","1,725",-244,570,小売業,大2
8233,高島屋,"858,123","597,512","260,611","21,099","24,355","-5,080","10,895",小売業,東1
8237,松屋,"71,376","52,625","18,751",712,678,"3,458","4,126",小売業,東1
8242,エイチ・ツー・オー　リテイリング,"505,588","366,123","139,465","9,957","10,309","-7,474","1,057",小売業,東1
8244,近鉄百貨店,"291,502","223,803","67,699","3,185","2,296","-16,965","-13,266",小売業,大1
8245,丸栄,"27,036","21,483","5,553",482,182,-93,367,小売業,東1
8247,大和,"52,006","40,161","11,845",403,263,-195,91,小売業,東2
8248,ニッセンホールディングス,"176,613","96,480","80,133",602,988,-20,239,小売業,東1
8249,テクノアソシエ,"78,644","63,884","14,760","1,552","1,648",122,"1,127",卸売業,東2
8251,パルコ,"262,489","220,865","41,624","9,168","8,966","-1,633","4,319",小売業,東1
8252,丸井グループ,"412,408","265,169","147,239","18,015","17,621","-5,367","5,251",小売業,東1
8253,クレディセゾン,"244,009","19,960","224,049","31,865","38,590","-49,305","9,453",その他金融業,東1
8254,さいか屋,"40,242","31,207","9,035",910,568,133,692,小売業,東2
8255,原信ナルスホールディングス,"126,683","92,847","33,836","4,130","4,245",-646,"1,757",小売業,東1
8256,プロルート丸光,"19,819","15,745","4,074",-494,-654,"-1,918","-2,580",卸売業,JQ
8257,山陽百貨店,"20,327","15,848","4,479",358,354,-36,204,小売業,JQ
8260,井筒屋,"88,215","66,040","22,175","3,473","2,860","-1,005","1,906",小売業,東1
8263,ダイエー,"869,494","562,666","306,828","3,729",403,"-11,369","-11,379",小売業,東1
8266,イズミヤ,"351,546","240,846","110,700","4,226","3,233","-1,887",688,小売業,東1
8267,イオン,"5,206,132","3,393,774","1,812,358","195,690","212,260","-74,030","66,750",小売業,東1
8270,ユニー,"1,079,150","664,303","414,847","44,001","42,389","-16,532","8,323",小売業,東1
8273,イズミ,"515,875","385,770","130,105","24,254","23,539",-283,"11,062",小売業,東1
8274,東武ストア,"84,495","60,005","24,490","1,615","1,847",-431,"1,237",小売業,東1
8275,フォーバル,"34,695","24,878","9,817",843,846,-606,587,卸売業,JQ
8276,平和堂,"389,571","257,068","132,503","11,992","12,140","-2,635","4,605",小売業,東1
8278,フジ,"311,084","227,657","83,427","4,513","4,720","-1,367","1,000",小売業,東1
8279,ヤオコー,"237,371","161,815","75,556","10,779","10,571",-365,"5,388",小売業,東1
8281,ゼビオ,"181,577","109,847","71,730","14,257","14,658",-291,"7,772",小売業,東1
8282,ケーズホールディングス,"726,015","554,568","171,447","34,086","42,123",-66,"23,754",小売業,東1
8285,三谷産業,"61,493","52,179","9,314",742,"1,213",30,321,卸売業,名2
8287,マックスバリュ西日本,"255,131","190,419","64,712","7,173","7,373","-3,519","1,468",小売業,大2
8289,オリンピック,"93,918","58,999","34,919","1,556","1,507",-650,697,小売業,東1
8293,ＡＴグループ,"363,536","290,853","72,683","12,054","13,078",-822,"6,212",小売業,名2
8298,ファミリー,"11,221","9,316","1,905",661,615,-11,288,小売業,JQ
8304,あおぞら銀行,"136,184","95,244",0,0,"40,940",42,"46,282",銀行業,東1
8306,三菱ＵＦＪフィナンシャル・グループ,"4,951,095","3,479,103",0,0,"1,471,991","-23,868","981,331",銀行業,東1
8308,りそなホールディングス,"850,350","575,478",0,0,"274,872","-1,576","253,662",銀行業,東1
8309,中央三井トラスト・ホールディングス,"1,323,269","1,051,131",0,0,"272,137","22,830","164,660",銀行業,東1
8316,三井住友フィナンシャルグループ,"3,945,282","3,009,711",0,0,"935,571","17,396","518,536",銀行業,東1
8324,第四銀行,"99,178","77,545",0,0,"21,632","-1,421","9,744",銀行業,東1
8325,北越銀行,"53,539","44,574",0,0,"8,965",-165,"5,457",銀行業,東1
8327,西日本シティ銀行,"164,468","122,454",0,0,"42,013",-669,"17,972",銀行業,東1
8331,千葉銀行,"222,014","155,071",0,0,"66,943","2,542","40,770",銀行業,東1
8332,横浜銀行,"298,933","202,609",0,0,"96,323",-392,"51,190",銀行業,東1
8333,常陽銀行,"153,673","119,851",0,0,"33,822","-1,237","18,134",銀行業,東1
8334,群馬銀行,"129,079","97,407",0,0,"31,671",-486,"18,739",銀行業,東1
8336,武蔵野銀行,"78,968","59,424",0,0,"19,544",-138,"9,621",銀行業,東1
8337,千葉興業銀行,"52,416","42,556",0,0,"9,859",-76,"8,066",銀行業,東1
8338,関東つくば銀行,"45,560","43,036",0,0,"2,524",642,"2,359",銀行業,東1
8339,東京都民銀行,"49,277","51,942",0,0,"-2,665",-19,"-3,304",銀行業,東1
8341,七十七銀行,"116,736","98,742",0,0,"17,994","9,827","10,690",銀行業,東1
8342,青森銀行,"53,142","46,446",0,0,"6,695",-581,"3,498",銀行業,東1
8343,秋田銀行,"50,899","42,668",0,0,"8,230",-339,"3,755",銀行業,東1
8344,山形銀行,"44,597","36,456",0,0,"8,140",-178,"4,039",銀行業,東1
8345,岩手銀行,"45,914","35,905",0,0,"10,008",-110,"4,906",銀行業,東1
8346,東邦銀行,"58,960","48,534",0,0,"10,426",-503,"4,722",銀行業,東1
8349,東北銀行,"17,110","14,934",0,0,"2,175",308,"1,145",銀行業,東1
8350,みちのく銀行,"42,838","40,805",0,0,"2,032",448,"1,776",銀行業,東1
8354,ふくおかフィナンシャルグループ,"254,373","216,646",0,0,"37,727","-3,038","28,176",銀行業,東1
8355,静岡銀行,"205,091","136,287",0,0,"68,803",15,"37,188",銀行業,東1
8356,十六銀行,"128,254","104,634",0,0,"23,620",-248,"11,941",銀行業,東1
8358,スルガ銀行,"107,297","77,580",0,0,"29,717",-110,"15,560",銀行業,東1
8360,山梨中央銀行,"51,892","42,285",0,0,"9,606",-116,"7,323",銀行業,東1
8361,大垣共立銀行,"111,327","92,960",0,0,"18,366",-381,"8,035",銀行業,東1
8362,福井銀行,"48,101","35,278",0,0,"12,823","-1,534","7,229",銀行業,東1
8363,北國銀行,"70,160","55,294",0,0,"14,865",-341,"6,314",銀行業,東1
8364,清水銀行,"29,304","24,850",0,0,"4,453",38,"1,636",銀行業,東1
8365,富山銀行,"10,019","8,930",0,0,"1,089",-7,752,銀行業,名2
8366,滋賀銀行,"90,711","72,450",0,0,"18,261",-177,"8,228",銀行業,東1
8367,南都銀行,"90,075","78,399",0,0,"11,676",-444,"3,467",銀行業,東1
8368,百五銀行,"85,218","71,148",0,0,"14,070",90,"7,774",銀行業,東1
8369,京都銀行,"116,376","88,126",0,0,"28,249",-399,"15,560",銀行業,東1
8374,三重銀行,"35,700","31,621",0,0,"4,079",-52,"1,893",銀行業,東1
8377,ほくほくフィナンシャルグループ,"207,977","169,112",0,0,"38,865","-2,660","14,129",銀行業,東1
8379,広島銀行,"130,151","102,358",0,0,"27,793",-201,"13,862",銀行業,東1
8381,山陰合同銀行,"92,155","68,521",0,0,"23,633",-858,"10,335",銀行業,東1
8382,中国銀行,"131,869","92,217",0,0,"39,651",-633,"19,067",銀行業,東1
8383,鳥取銀行,"17,625","15,897",0,0,"1,727",-25,442,銀行業,東1
8385,伊予銀行,"124,486","88,969",0,0,"35,516",-227,"18,413",銀行業,東1
8386,百十四銀行,"76,945","62,870",0,0,"14,075",-586,"5,813",銀行業,東1
8387,四国銀行,"47,119","41,850",0,0,"5,269",-346,"1,987",銀行業,東1
8388,阿波銀行,"68,962","58,655",0,0,"10,307",-251,"3,734",銀行業,東1
8390,鹿児島銀行,"79,310","61,258",0,0,"18,051",-296,"8,749",銀行業,東1
8392,大分銀行,"59,986","46,888",0,0,"13,098","-1,356","6,199",銀行業,東1
8393,宮崎銀行,"51,126","39,277",0,0,"11,848",-30,"5,078",銀行業,東1
8394,肥後銀行,"74,939","53,196",0,0,"21,743","-1,294","10,814",銀行業,東1
8395,佐賀銀行,"40,482","32,733",0,0,"7,749",-263,"2,731",銀行業,東1
8396,十八銀行,"51,701","43,286",0,0,"8,415",-216,"2,829",銀行業,東1
8398,筑邦銀行,"17,672","16,239",0,0,"1,433",-179,356,銀行業,福岡
8399,琉球銀行,"40,594","34,844",0,0,"5,749",-34,"2,390",銀行業,東1
8409,八千代銀行,"44,314","35,449",0,0,"8,865",-40,"6,051",銀行業,東1
8415,紀陽ホールディングス,"84,327","69,661",0,0,"14,666","1,388","7,602",銀行業,東1
8416,高知銀行,"25,147","20,932",0,0,"4,215",-188,"3,163",銀行業,東2
8418,山口フィナンシャルグループ,"155,147","118,782",0,0,"36,364",153,"17,918",銀行業,東1
8424,芙蓉総合リース,"421,491","369,162","52,329","28,654","32,092",-293,"16,489",その他金融業,東1
8425,興銀リース,"270,066","238,774","31,292","10,691","11,125","-1,610","4,296",その他金融業,東1
8439,センチュリー・リーシング・システム,"716,342","643,685","72,657","41,877","46,252","-2,171","26,194",その他金融業,東1
8462,フューチャーベンチャーキャピタル,454,0,0,"-1,139","-1,173",327,95,その他金融業,HC
8508,イッコー,"24,508","4,540","19,968","5,539","5,486","29,833","34,500",その他金融業,大2
8511,日本証券金融,"20,229","9,636","10,593","3,039","2,387",-453,779,その他金融業,東1
8512,大証金,"3,464","1,249","2,215",24,263,303,309,その他金融業,東1
8513,中部証券金融,898,282,616,116,160,117,156,その他金融業,名2
8515,アイフル,"114,002","12,850","101,152","16,497","16,831","1,262","17,391",その他金融業,東1
8518,日本アジア投資,"6,860",0,0,"-2,449","-3,111",-391,"-3,078",その他金融業,JQ
8519,ポケットカード,"35,412","2,959","32,453","1,666","1,627",-103,"1,020",その他金融業,東1
8521,長野銀行,"23,782","19,999",0,0,"3,782",-49,"1,323",銀行業,東1
8522,名古屋銀行,"66,455","60,505",0,0,"5,950",-126,"2,089",銀行業,東1
8527,愛知銀行,"53,671","48,771",0,0,"4,900","-1,581","1,315",銀行業,東1
8529,第三銀行,"41,391","36,154",0,0,"5,237",-679,"2,322",銀行業,東1
8530,中京銀行,"34,465","31,738",0,0,"2,726",-508,"1,882",銀行業,東1
8536,東日本銀行,"41,406","29,583",0,0,"11,823",-301,"5,832",銀行業,東1
8537,大光銀行,"23,385","20,702",0,0,"2,683",-78,"1,542",銀行業,JQ
8540,福岡中央銀行,"11,395","9,990",0,0,"1,404",-27,568,銀行業,福岡
8541,愛媛銀行,"41,377","33,297",0,0,"8,080",-440,"3,988",銀行業,東1
8542,トマト銀行,"18,213","16,867",0,0,"1,345",-26,630,銀行業,東1
8543,みなと銀行,"65,256","52,934",0,0,"12,321",-533,"7,717",銀行業,東1
8544,京葉銀行,"76,277","52,665",0,0,"23,611",-482,"11,964",銀行業,東1
8545,関西アーバン銀行,"107,720","97,219",0,0,"10,500",-272,"6,272",銀行業,東1
8550,栃木銀行,"54,025","50,425",0,0,"3,599",-61,-75,銀行業,東1
8551,北日本銀行,"25,789","22,306",0,0,"3,482",-365,"1,867",銀行業,東1
8558,東和銀行,"42,136","34,759",0,0,"7,377",-321,"7,710",銀行業,東1
8559,豊和銀行,"12,557","11,066",0,0,"1,490",-36,"1,524",銀行業,福岡
8560,宮崎太陽銀行,"15,963","13,204",0,0,"2,759",-5,"1,640",銀行業,福岡
8563,大東銀行,"15,378","13,232",0,0,"2,146",-206,"1,519",銀行業,東1
8566,リコーリース,"230,636","200,783","29,853","16,831","16,839",0,"9,419",その他金融業,東1
8570,イオンクレジットサービス,"169,853","14,150","155,703","24,280","24,268","-6,362","8,988",その他金融業,東1
8572,アコム,"210,456","27,159","183,297","30,885","32,219","1,157","21,464",その他金融業,東1
8584,ジャックス,"107,384","11,031","96,353","10,972","13,271","-1,069","6,822",その他金融業,東1
8585,オリエントコーポレーション,"213,726","17,263","196,463","3,347","3,347",-203,"2,001",その他金融業,東2
8586,日立キャピタル,"92,994","13,588","79,406","22,238","22,637","1,700","12,687",その他金融業,東1
8589,アプラス,"63,805","2,308","61,497","8,402","8,451","-1,901","5,307",その他金融業,大1
8591,オリックス,"972,884","655,816","317,068","125,195","130,484",0,"86,150",その他金融業,東1
8593,三菱ＵＦＪリース,"724,611","609,534","115,077","53,156","55,878","6,171","34,640",その他金融業,東1
8594,中道リース,"31,237","28,908","2,329",462,495,-73,201,その他金融業,札幌
8595,ジャフコ,"19,804",0,0,"2,086","3,620","5,594","6,106",その他金融業,東1
8596,九州リースサービス,"17,864","13,259","4,605","1,815","1,669",220,757,その他金融業,福岡
8601,大和証券グループ本社,"422,374",0,0,"-23,713","-12,200","-4,674","-39,434",証券業,東1
8604,野村ホールディングス,"1,851,760",0,0,0,"84,957",0,"11,583",証券業,東1
8609,岡三ホールディングス,"61,065",0,0,"3,151","3,890",52,983,証券業,東1
8613,丸三証券,"14,452",0,0,-772,-312,-461,-797,証券業,東1
8614,東洋証券,"13,388",0,0,623,976,-243,681,証券業,東1
8616,東海東京証券,"52,631",0,0,"3,363","5,077",-308,"2,545",証券業,東1
8617,光世証券,643,0,0,-458,-247,318,67,証券業,東1
8622,水戸証券,"10,993",0,0,12,285,-146,136,証券業,東1
8624,いちよし証券,"14,407",0,0,-116,-136,-45,-222,証券業,東1
8625,高木証券,"6,001",0,0,-431,-183,"-2,826","-3,014",証券業,東2
8692,だいこう証券ビジネス,"12,525",0,0,272,337,-943,-833,証券業,東1
8697,大阪証券取引所,"22,494",1,"22,493","8,370","9,157",50,"5,466",その他金融業,HC
8698,マネックス・ビーンズ・ホールディングス,"32,292",0,0,"2,448","2,373",280,"1,422",証券業,東1
8699,澤田ホールディングス,"25,678",0,0,"4,099","5,241",-751,"1,679",証券業,HC
8700,丸八証券,"2,688",0,0,379,345,-11,325,証券業,JQ
8702,スターホールディングス,"1,513",0,0,-301,-263,-93,-359,証券業,福岡
8703,カブドットコム証券,"12,368",0,0,"2,968","3,098",-236,"1,587",証券業,東1
8704,トレイダーズホールディングス,"2,993",0,0,-352,-401,-491,-896,証券業,HC
8705,岡藤ホールディングス,"5,073",0,0,"-1,231","-1,234","-1,346","-2,579",証券業,JQ
8706,極東証券,"9,896",0,0,"4,567","4,743",-255,"2,502",証券業,東1
8707,岩井証券,"16,161",0,0,"-3,649","-3,312","-3,876","-6,360",証券業,東1
8709,インヴァスト証券,"2,943",0,0,155,183,7,188,証券業,HC
8728,マネースクウェア・ジャパン,"2,623",0,0,432,422,-6,235,証券業,HC
8729,ソニーフィナンシャルホールディングス,"1,078,070",0,0,0,"74,625",0,"32,812",保険業,東1
8732,マネーパートナーズ,"7,671",0,0,549,527,16,337,証券業,HC
8738,ひまわりホールディングス,"2,690",0,0,"-4,862","-4,940","-1,251","-6,186",証券業,JQ
8739,スパークス・グループ,"4,493",0,0,"-1,413","-1,262","-2,929","-4,539",証券業,JQ
8742,小林洋行,"3,312",0,0,-912,-786,-219,-921,証券業,東1
8746,第一商品,"8,055",0,0,"1,294","1,749",14,923,証券業,JQ
8747,豊商事,"4,875",0,0,314,354,122,259,証券業,JQ
8749,エース交易,"4,144",0,0,490,396,-130,251,証券業,JQ
8766,ミレアホールディングス,"3,415,984",0,0,0,"160,324","-7,061","6,001",保険業,東1
8769,アドバンテッジリスクマネジメント,"2,503",0,0,0,206,5,92,保険業,HC
8771,イー・ギャランティ,"3,416","1,323","2,093",842,854,31,468,その他金融業,JQ
8783,グラウンド・ファイナンシャル・アドバイザリー,102,-1,103,-79,-79,-9,-89,その他金融業,JQ
8787,ＵＣＳ,"16,415","1,025","15,390","3,222","3,228",-215,"1,740",その他金融業,JQ
8789,フィンテック　グローバル,"2,038","1,129",909,-974,-915,-206,"-1,274",その他金融業,マザ
8793,ＮＥＣリース,"232,760","204,990","27,770","8,096","8,375",751,"3,973",その他金融業,東1
8795,Ｔ＆Ｄホールディングス,"2,104,107",0,0,0,"120,889",0,"26,763",保険業,東1
8798,アドバンスクリエイト,"7,054",0,0,0,"1,052",-39,569,保険業,HC
8801,三井不動産,"1,338,102","1,066,969","271,133","126,038","102,509","-8,008","50,129",不動産業,東1
8802,三菱地所,"1,013,069","790,234","222,835","146,299","120,665","-33,152","56,512",不動産業,東1
8803,平和不動産,"34,875","23,205","11,670","6,744","3,910",-298,"2,055",不動産業,東1
8804,東京建物,"194,161","140,386","53,775","30,892","21,741","-3,933","10,243",不動産業,東1
8806,ダイビル,"33,670","20,669","13,001","10,161","8,910","-1,025","4,739",不動産業,東1
8815,東急不動産,"556,841","433,510","123,331","50,086","34,866","7,306","34,200",不動産業,東1
8818,京阪神不動産,"13,291","8,038","5,253","4,404","3,448",-218,"1,740",不動産業,東1
8830,住友不動産,"688,662","490,437","198,225","147,465","107,912","-10,745","53,236",不動産業,東1
8833,東宝不動産,"25,915","21,112","4,803","2,810","2,890",-481,"1,096",不動産業,東1
8835,太平洋興発,"31,943","28,028","3,915",781,887,-195,352,卸売業,東1
8836,ヒューネット,374,178,196,-95,-42,0,-44,不動産業,JQ
8840,大京,"298,408","251,985","46,423","21,781","19,240","2,038","21,787",不動産業,東1
8841,テーオーシー,"21,297","13,059","8,238","6,017","5,232","-1,069","2,286",不動産業,東1
8842,東京楽天地,"9,426","6,985","2,441","1,333","1,289",-719,111,不動産業,東1
8850,スターツコーポレーション,"117,785","83,499","34,286","10,929","10,087",-709,"3,368",不動産業,JQ
8851,アーバンライフ,"4,981","3,401","1,580",356,158,-78,76,不動産業,大2
8854,日住サービス,"5,972","2,395","3,577",321,306,0,266,不動産業,大2
8860,フジ住宅,"71,594","58,740","12,854","4,928","4,903",-67,"2,767",不動産業,東1
8864,空港施設,"20,806","16,459","4,347","2,770","2,711",850,"1,728",不動産業,東1
8869,明和地所,"35,856","27,295","8,561","2,867","1,426",-143,751,不動産業,東1
8870,住友不動産販売,"58,091","41,164","16,927","12,760","12,715",-1,"7,044",不動産業,東1
8871,ゴールドクレスト,"47,484","35,630","11,854","7,275","6,611",-58,"3,772",不動産業,東1
8875,東栄住宅,"102,973","87,750","15,223","7,038","6,225",213,"3,904",不動産業,東1
8877,日本エスリード,"21,358","14,868","6,490","2,735","2,201",5,"1,205",不動産業,東1
8879,東急リバブル,"54,176","45,782","8,394","4,638","4,681",0,"2,389",不動産業,東1
8880,飯田産業,"137,507","113,570","23,937","12,226","11,398",-6,"6,390",不動産業,東1
8881,日神不動産,"50,533","41,259","9,274","2,892","2,969",1,"2,950",不動産業,東1
8885,ラ・アトレ,"3,079","2,687",392,49,-64,3,-62,不動産業,HC
8886,ウッドフレンズ,"27,100","23,429","3,671",969,699,-23,369,不動産業,JQ
